id,nama lokasi,latitude,longitude,alamat,kontak,operasional,layanan,Name;;;;;;;;;;;;;;;;;;
1,SMP N 19 Semarang,-6.999528924802341, 110.38029113734072,Jl. Abdulrahman Saleh Manyaran Kec. Semarang Barat,0247607932,PMB Pramuka,Senin-Jumat 07.00-15.15,smpn19.jpg;;;;;;;;;;;;;;;;;;
2,SMP N 31 Semarang,-6.978193410350003, 110.36716259626844,Jl. Tambakharjo No.184 Tambakharjo Kec.Semarang Barat,0247609373,PMB Osis,Senin-Jumat 07.00-15.00,smpn31.jpg;;;;;;;;;;;;;;;;;;
3,SMP N 35 Semarang,-7.094042327346016, 110.32445605394093,Jl. R.Soebagyono Bubukan Kec.Mijen,0247711053,PMB OSIS Pramuka,Senin-Jumat 07.00-14.00,smpn35.jpg;;;;;;;;;;;;;;;;;;
4,SMP N 41 Semarang,-7.071865296059961, 110.35815599131853,Jl.Cepoko Utara Rt04/Rw01 Cepoko Kec.Gn.Pati,02470712476,PMB OSIS,Senin-Jumat 07.00-15.10,smpn41.jpg;;;;;;;;;;;;;;;;;;
5,SMP Kesatrian 1 Semarang,-6.9977986239242265, 110.46356433549423,Jl.Soekarno Hatta No.64 Palebon Kec.Pedurungan,0246734344,PMB OSIS,Senin-Jumat 07.00-15.00,smp kesatrian1.jpg;;;;;;;;;;;;;;;;;;
