id,nama lokasi,latitude, longitude,alamat,kontak,operasional,layanan,Name;;;;;;;;;;;;;;;;;;
1,SMK Islamic Centre Baiturrahman,-7.0098,110.37711,Jl.Abdulrahman Saleh No.285 Kelurahan Kalipancur Kecamatan Ngaliyan,02476634220,Pramuka Osis PMB,Senin-Jumat 07.00-16.00,smk icb.jpg;;;;;;;;;;;;;;;;;;
2,SMK N 7 Semarang,-6.99074,110.42139,Jl. Pahlawan No.1 Mugassari Kec.Semarang Sel,0248311532,PMB Pramuka OSIS,Senin-Jumat 07.00-16.00,smk 7.jpg;;;;;;;;;;;;;;;;;;
3,SMA N 6 Semarang,-6.981599336132938, 110.38923196433652,Jl. Ronggolawe Bar. No.4 Gisikdrono Kec. Semarang Barat,0247605578,PMB Pramuka OSIS PMR,Senin-Jumat 07.00-15.30,sman6.jpg;;;;;;;;;;;;;;;;;;
4,SMA N 7 Semarang,-7.0129010343887215, 110.3711855269851,Jl. Untung Suropati Bambankerep Kec. Ngaliyan,0247605977,PMB OSIS Pramuka,Senin-Jumat 07.00-16.00,sman7.jpg;;;;;;;;;;;;;;;;;;
5,SMA N 3 Semarang,-6.980517063182769, 110.41211349317881,Jl.Pemuda No.149 Rt05/Rw03 Sekayu Kec.Semarang Tengah,0243544287,PMB Pramuka OSIS PMR,Senin-Jumat 07.00-14.00,sman3.jpg;;;;;;;;;;;;;;;;;;
